id_produto,nome_produto,categoria,preco_atual,ativo,qtd_vendida_total,qtd_vendida_30d,qtd_vendida_90d,receita_total,receita_30d,qtd_tickets_associados,qtd_tickets_30d,taxa_problema,qtd_avaliacoes,nota_media,pct_recomendam,qtd_visualizacoes,qtd_carrinho,taxa_conversao,classificacao,data_referencia_calculo
PROD-0157,Batedeira Planetária,Casa,569.00,false,317,3,13,144664.78,1221.43,12,0,0.0379,47,3.87,82.98,98,126,3.2347,Estavel,2026-05-22
PROD-0158,Panela de Pressão Elétrica,Casa,,false,1418,13,61,114403.24,927.31,48,0,0.0339,253,3.61,71.54,128,114,11.0781,Estavel,2026-05-22
PROD-0159,Micro-ondas 20L,Sem categoria,494.00,true,397,0,13,156872.23,0.00,6,0,0.0151,65,3.72,75.38,122,122,3.2541,Estavel,2026-05-22
PROD-0160,Torradeira 2 Fatias,Casa,129.00,true,777,5,27,79405.31,476.23,17,0,0.0219,109,3.60,76.15,129,134,6.0233,Estavel,2026-05-22
PROD-0161,Cafeteira Expresso,Casa,254.00,true,722,10,26,150090.88,1703.09,18,0,0.0249,116,3.73,76.72,106,129,6.8113,Estavel,2026-05-22
PROD-0162,Ferro de Passar a Vapor,Casa,-100.00,true,1551,7,66,126036.74,550.27,54,0,0.0348,254,3.65,76.77,117,142,13.2564,Estavel,2026-05-22
PROD-0163,Aspirador de Pó Vertical,Casa,354.00,false,347,3,14,100926.48,791.20,12,0,0.0346,68,3.60,73.53,107,136,3.2430,Estavel,2026-05-22
PROD-0164,Ventilador de Mesa,Casa,149.00,true,690,4,26,83863.91,397.57,22,0,0.0319,128,3.70,79.69,111,125,6.2162,Estavel,2026-05-22
PROD-0165,Purificador de Ar,Casa,485.00,true,327,0,11,132274.36,0.00,11,0,0.0336,54,3.73,77.78,100,103,3.2700,Estavel,2026-05-22
PROD-0166,Umidificador de Ar,Casa,0.00,true,1382,8,64,109975.58,584.59,55,0,0.0398,230,3.69,73.91,134,123,10.3134,Estavel,2026-05-22
PROD-0167,Desumidificador,Casa,0.00,true,1433,18,61,115105.56,1343.96,35,0,0.0244,253,3.82,79.05,125,126,11.4640,Estavel,2026-05-22
PROD-0168,Lixeira com Pedal,Casa,123.00,true,684,11,33,69890.97,997.03,23,0,0.0336,123,3.63,74.80,101,134,6.7723,Estavel,2026-05-22
PROD-0169,Escorredor de Louças,Casa,87.00,true,1551,5,37,109475.97,307.02,37,0,0.0239,274,3.65,71.90,117,129,13.2564,Estavel,2026-05-22
PROD-0170,Fruteira 3 Andares,Casa,69.00,true,1515,15,82,86244.90,767.04,53,0,0.0350,257,3.63,74.71,127,134,11.9291,Estavel,2026-05-22
PROD-0171,Kit Suporte Banheiro,Casa,92.00,true,1523,11,71,114529.49,760.94,38,0,0.0250,276,3.74,77.17,133,116,11.4511,Estavel,2026-05-22
PROD-0172,Cesto de Roupa Suja,Casa,,true,1502,14,89,122902.32,1027.50,38,0,0.0253,260,3.72,79.23,111,119,13.5315,Estavel,2026-05-22
PROD-0173,Cabideiro de Chão,Casa,133.00,true,767,4,40,81850.98,395.69,22,0,0.0287,130,3.79,79.23,103,139,7.4466,Estavel,2026-05-22
PROD-0174,Espremedor de Frutas,Casa,162.00,true,670,1,40,86995.77,109.27,23,0,0.0343,109,3.60,70.64,125,148,5.3600,Estavel,2026-05-22
PROD-0175,Multiprocessador,Sem categoria,183.00,true,722,7,24,105916.46,925.24,32,0,0.0443,110,3.94,80.91,118,137,6.1186,Estavel,2026-05-22
PROD-0176,Vela Perfumada,Casa,68.00,false,1440,4,55,77674.89,186.25,35,0,0.0243,246,3.77,77.64,116,124,12.4138,Estavel,2026-05-22
PROD-0177,Conjunto de Toalhas 4 Peças,Casa,205.00,false,668,4,25,109074.43,644.03,19,0,0.0284,114,3.75,77.19,127,139,5.2598,Estavel,2026-05-22
PROD-0178,Kit Organização Cozinha,Casa,181.00,true,743,4,47,108925.63,533.73,27,0,0.0363,99,3.60,71.72,117,127,6.3504,Estavel,2026-05-22
PROD-0179,Suporte para Livros,Casa,62.00,false,1403,6,47,72073.23,266.15,39,0,0.0278,228,3.68,73.68,105,129,13.3619,Estavel,2026-05-22
PROD-0180,Relógio de Parede,Casa,99.00,true,1375,10,44,111149.49,731.05,21,0,0.0153,246,3.66,74.80,85,136,16.1765,Estavel,2026-05-22
PROD-0181,Porta Chaves Parede,Casa,48.00,true,1498,9,92,59155.13,316.24,44,0,0.0294,260,3.62,75.00,120,114,12.4833,Estavel,2026-05-22
PROD-0182,Dispenser Sabonete Líquido,Casa,84.00,true,1464,19,72,99586.82,1149.98,40,0,0.0273,243,3.68,72.84,129,125,11.3488,Estavel,2026-05-22
PROD-0183,Saboneteira,Casa,21.00,true,1577,7,58,26664.12,113.88,44,0,0.0279,265,3.59,72.83,144,122,10.9514,Estavel,2026-05-22
PROD-0184,Porta Papel Higiênico,Casa,35.00,true,1430,13,67,40198.01,333.17,46,0,0.0322,250,3.80,76.40,113,138,12.6549,Estavel,2026-05-22
PROD-0185,Escova Sanitária,Casa,38.00,true,1495,21,83,46696.85,565.15,38,0,0.0254,237,3.43,67.51,100,114,14.9500,Estavel,2026-05-22
PROD-0186,Suporte para Secador,Casa,,true,1474,6,51,118999.48,459.74,45,0,0.0305,256,3.72,75.39,94,142,15.6809,Estavel,2026-05-22
PROD-0187,Espelho de Banheiro,Casa,95.00,false,1398,9,65,104787.23,663.03,38,0,0.0272,232,3.56,74.14,120,113,11.6500,Estavel,2026-05-22
PROD-0188,Bicicleta Aro 29 Mountain Bike,Esportes,813.00,false,270,3,8,180014.63,1847.92,6,0,0.0222,39,3.84,74.36,129,124,2.0930,Top Vendedor,2026-05-22
PROD-0189,Bicicleta Aro 26,Esportes,-100.00,true,1339,9,61,105430.95,656.68,39,0,0.0291,240,3.66,77.50,117,119,11.4444,Estavel,2026-05-22
PROD-0190,Bicicleta Speed Aro 700,Esportes,735.00,true,295,9,13,170635.60,3413.23,8,0,0.0271,43,3.76,79.07,108,123,2.7315,Top Vendedor,2026-05-22
PROD-0191,Halteres Par 10kg,Sem categoria,239.00,true,709,0,31,140521.05,0.00,23,0,0.0324,129,3.69,77.52,97,152,7.3093,Estavel,2026-05-22
PROD-0192,Halteres Par 5kg,Esportes,51.00,true,1424,13,46,57680.05,472.18,32,0,0.0225,229,3.59,72.93,132,126,10.7879,Estavel,2026-05-22
PROD-0193,Halteres Par 20kg,Sem categoria,264.00,true,707,0,26,151905.39,0.00,14,0,0.0198,124,3.61,75.81,109,114,6.4862,Estavel,2026-05-22
PROD-0194,Bola de Futebol Profissional,Esportes,129.00,true,707,19,41,71177.00,1775.74,23,0,0.0325,139,3.67,71.22,119,151,5.9412,Estavel,2026-05-22
PROD-0195,Bola de Basquete,Esportes,148.00,true,682,5,33,81092.27,505.41,20,0,0.0293,112,3.58,76.79,120,145,5.6833,Estavel,2026-05-22
PROD-0196,Bola de Vôlei,Esportes,-100.00,true,1384,16,61,109196.76,1130.75,44,0,0.0318,215,3.74,79.07,125,118,11.0720,Estavel,2026-05-22
PROD-0197,Bola de Tênis Kit 3,Esportes,36.00,false,1506,19,84,43373.96,495.94,40,0,0.0266,260,3.69,73.46,120,117,12.5500,Estavel,2026-05-22
PROD-0198,Raquete de Tênis,Esportes,258.00,true,733,4,36,148280.52,816.01,18,0,0.0246,133,3.68,75.94,104,121,7.0481,Estavel,2026-05-22
PROD-0199,Raquete de Beach Tennis,Esportes,391.00,false,342,0,17,105530.11,0.00,4,0,0.0117,55,4.04,87.27,120,120,2.8500,Estavel,2026-05-22
PROD-0200,Raquete de Badminton Kit 2,Esportes,117.00,true,695,3,20,63347.36,232.88,25,0,0.0360,100,3.68,75.00,119,133,5.8403,Estavel,2026-05-22
PROD-0201,Skate Completo,Esportes,440.00,true,261,4,10,86325.73,1236.53,6,0,0.0230,41,3.88,78.05,119,123,2.1933,Estavel,2026-05-22
PROD-0202,Patins Quad,Esportes,346.00,true,365,0,12,101794.16,0.00,7,0,0.0192,58,3.67,74.14,119,115,3.0672,Estavel,2026-05-22
PROD-0203,Patins Inline,Sem categoria,302.00,false,326,2,25,79039.94,398.45,11,0,0.0337,52,3.83,82.69,104,129,3.1346,Estavel,2026-05-22
PROD-0204,Barraca de Camping 4 Pessoas,Esportes,439.00,true,307,5,41,104212.88,1391.28,15,0,0.0489,50,3.37,64.00,124,126,2.4758,Estavel,2026-05-22
PROD-0205,Barraca de Camping 2 Pessoas,Esportes,-100.00,false,1645,22,84,131107.20,1663.25,46,0,0.0280,261,3.69,75.86,120,118,13.7083,Estavel,2026-05-22
PROD-0206,Colchão Inflável,Esportes,170.00,true,821,7,19,111636.90,853.91,17,0,0.0207,128,3.72,76.56,125,115,6.5680,Estavel,2026-05-22
PROD-0207,Mochila de Trilha 40L,Esportes,563.00,true,262,0,14,118078.85,0.00,18,0,0.0687,43,3.44,65.12,110,145,2.3818,Estavel,2026-05-22
PROD-0208,Mochila de Trilha 20L,Esportes,231.00,false,675,0,38,125410.62,0.00,22,0,0.0326,123,3.59,74.80,113,144,5.9735,Estavel,2026-05-22
PROD-0209,Garrafa Térmica 1L,Esportes,94.00,true,1462,10,93,107478.86,683.87,37,0,0.0253,232,3.76,75.00,119,149,12.2857,Estavel,2026-05-22
PROD-0210,Cantil Esportivo 750ml,Esportes,57.00,false,1424,8,49,64057.30,321.71,51,0,0.0358,242,3.64,71.90,119,142,11.9664,Estavel,2026-05-22
PROD-0211,Luvas de Boxe,Esportes,169.00,true,790,6,24,106252.02,666.21,24,0,0.0304,127,3.70,75.59,99,143,7.9798,Estavel,2026-05-22
PROD-0212,Saco de Pancadas,Esportes,374.00,false,273,0,12,81221.53,0.00,12,0,0.0440,50,3.51,68.00,105,160,2.6000,Estavel,2026-05-22
PROD-0213,Tapete de Yoga,Esportes,141.00,true,783,7,31,86610.51,670.36,19,0,0.0243,124,3.76,75.81,122,142,6.4180,Estavel,2026-05-22
PROD-0214,Bloco de Yoga,Sem categoria,87.00,false,1542,24,92,109295.09,1530.05,45,0,0.0292,256,3.64,73.44,132,130,11.6818,Estavel,2026-05-22
PROD-0215,Corda de Pular,Esportes,50.00,true,1476,10,60,57463.13,377.91,34,0,0.0230,260,3.61,71.54,119,145,12.4034,Estavel,2026-05-22
PROD-0216,Capacete Ciclismo,Esportes,140.00,true,819,4,47,90794.93,406.47,18,0,0.0220,143,3.64,76.22,112,149,7.3125,Estavel,2026-05-22
PROD-0217,Óculos de Natação,Esportes,141.00,true,781,6,49,85870.60,594.10,23,0,0.0294,128,3.68,76.56,127,141,6.1496,Estavel,2026-05-22
PROD-0218,Kettlebell 12kg,Esportes,165.00,true,726,3,29,96285.85,320.52,16,0,0.0220,128,3.70,75.78,118,138,6.1525,Estavel,2026-05-22
PROD-0219,Kettlebell 8kg,Esportes,209.00,true,663,11,32,108542.88,1694.26,16,0,0.0241,121,3.74,80.99,118,125,5.6186,Estavel,2026-05-22
PROD-0220,Barra de Musculação,Esportes,552.00,true,293,0,14,125183.33,0.00,4,0,0.0137,38,3.95,78.95,106,142,2.7642,Estavel,2026-05-22
PROD-0221,Anilha 10kg Par,Esportes,193.00,true,842,5,23,127909.52,130.25,22,0,0.0261,130,3.68,74.62,120,144,7.0167,Estavel,2026-05-22
PROD-0222,Colchonete Ginástica,Esportes,,false,1490,19,71,114964.14,1367.24,49,0,0.0329,228,3.78,78.51,108,124,13.7963,Estavel,2026-05-22
PROD-0223,Elástico de Resistência Kit,Esportes,66.00,true,1421,15,72,75145.29,715.50,27,0,0.0190,248,3.67,74.19,112,138,12.6875,Estavel,2026-05-22
PROD-0224,Suporte para Bicicleta,Esportes,100.00,true,1446,19,91,115313.53,1355.58,43,0,0.0297,230,3.72,76.96,137,124,10.5547,Estavel,2026-05-22
PROD-0225,Elíptico Doméstico,Esportes,,false,1541,7,61,122565.59,500.41,46,0,0.0299,270,3.68,73.70,104,133,14.8173,Estavel,2026-05-22
PROD-0226,Esteira Ergométrica,Esportes,0.00,true,1482,5,69,116863.58,375.16,47,0,0.0317,234,3.74,77.35,112,129,13.2321,Estavel,2026-05-22
PROD-0227,Bicicleta Ergométrica,Esportes,842.00,true,208,7,11,142377.48,4428.53,3,0,0.0144,34,3.74,73.53,116,140,1.7931,Top Vendedor,2026-05-22
PROD-0228,Luvas de Ciclismo,Esportes,66.00,true,1380,7,46,72030.76,323.05,33,0,0.0239,229,3.65,75.55,118,123,11.6949,Estavel,2026-05-22
PROD-0229,Joelheira Esportiva Par,Esportes,70.00,true,1413,12,58,77308.33,606.71,35,0,0.0248,243,3.72,75.72,138,144,10.2391,Estavel,2026-05-22
PROD-0230,Cotoveleira Esportiva Par,Esportes,111.00,true,775,7,50,68406.98,574.98,32,0,0.0413,138,3.72,76.81,108,125,7.1759,Estavel,2026-05-22
PROD-0231,Munhequeira Kit 2,Esportes,53.00,true,1492,11,70,62665.33,418.50,45,0,0.0302,241,3.63,71.37,115,100,12.9739,Estavel,2026-05-22
PROD-0232,Meias de Compressão Par,Esportes,148.00,true,744,2,41,85543.67,224.27,19,0,0.0255,142,3.59,73.94,129,136,5.7674,Estavel,2026-05-22
PROD-0233,Suporte Lombar Esportivo,Esportes,116.00,true,912,9,30,85155.52,767.23,29,0,0.0318,138,3.71,75.36,114,135,8.0000,Estavel,2026-05-22
PROD-0234,Óculos de Ciclismo,Esportes,187.00,true,712,6,33,102493.46,755.61,20,0,0.0281,102,3.62,77.45,116,133,6.1379,Estavel,2026-05-22
PROD-0235,Camiseta Esportiva Masculina,Esportes,62.00,true,1385,18,82,68722.25,762.84,38,0,0.0274,229,3.71,77.29,109,112,12.7064,Estavel,2026-05-22
PROD-0236,Camiseta Esportiva Feminina,Esportes,56.00,true,1455,26,95,66538.43,949.98,47,0,0.0323,255,3.65,72.94,115,132,12.6522,Estavel,2026-05-22
PROD-0237,Bota para Caminhada,Esportes,333.00,true,323,2,22,81268.86,479.33,12,0,0.0372,39,3.62,71.79,127,133,2.5433,Estavel,2026-05-22
PROD-0238,Tênis de Natação,Esportes,83.00,true,1438,15,60,93301.28,861.01,35,0,0.0243,240,3.67,76.25,112,96,12.8393,Estavel,2026-05-22
PROD-0239,Regata Esportiva Masculina,Esportes,43.00,true,1469,27,60,50073.99,812.27,47,0,0.0320,237,3.72,75.53,122,136,12.0410,Estavel,2026-05-22
PROD-0240,Bermuda de Natação,Esportes,130.00,true,660,3,31,68280.86,252.09,27,0,0.0409,101,3.69,73.27,97,121,6.8041,Estavel,2026-05-22
PROD-0241,Maiô Esportivo,Esportes,,true,1627,19,68,130133.81,1412.67,49,0,0.0301,269,3.69,76.95,120,130,13.5583,Estavel,2026-05-22
PROD-0242,Luvas de Musculação,Esportes,160.00,true,765,0,11,97219.44,0.00,24,0,0.0314,128,3.54,71.88,128,115,5.9766,Estavel,2026-05-22
PROD-0243,Bola de Pilates 65cm,Esportes,157.00,true,786,10,41,95145.47,680.80,14,0,0.0178,131,3.79,76.34,127,110,6.1890,Estavel,2026-05-22
PROD-0244,Rolo de Pilates,Esportes,76.00,false,1477,20,68,89078.64,1112.94,46,0,0.0311,261,3.66,80.08,127,138,11.6299,Estavel,2026-05-22
PROD-0245,Prancha de Surf,Esportes,805.00,true,190,2,5,122615.12,1188.30,9,0,0.0474,33,3.72,87.88,126,146,1.5079,Estavel,2026-05-22
PROD-0246,Body Board,Esportes,304.00,true,286,0,12,67428.05,0.00,9,0,0.0315,42,3.66,80.95,126,125,2.2698,Estavel,2026-05-22
PROD-0247,Pé de Pato par,Esportes,125.00,true,664,0,20,63472.72,0.00,22,0,0.0331,107,3.66,74.77,128,111,5.1875,Estavel,2026-05-22
PROD-0248,Rede de Vôlei,Esportes,0.00,false,1541,15,98,121593.60,873.11,61,0,0.0396,245,3.76,77.14,108,122,14.2685,Estavel,2026-05-22
PROD-0249,Trave de Futebol Infantil,Esportes,302.00,true,266,0,9,62081.80,0.00,9,0,0.0338,51,3.61,70.59,104,142,2.5577,Estavel,2026-05-22
PROD-0250,Perfume Feminino 100ml,Beleza,229.00,true,712,3,26,130268.72,538.87,27,0,0.0379,117,3.58,80.34,132,121,5.3939,Estavel,2026-05-22
PROD-0251,Perfume Masculino 100ml,Beleza,148.00,true,805,15,51,97922.01,1749.65,29,0,0.0360,129,3.78,78.29,105,132,7.6667,Estavel,2026-05-22
PROD-0252,Perfume Feminino 50ml,Beleza,130.00,true,727,0,24,79469.84,0.00,15,0,0.0206,120,3.60,77.50,100,140,7.2700,Estavel,2026-05-22
PROD-0253,Perfume Masculino 50ml,Beleza,109.00,true,706,13,30,64194.36,1058.66,25,0,0.0354,119,3.56,71.43,115,122,6.1391,Estavel,2026-05-22
PROD-0254,Secador de Cabelo 2200W,Beleza,,true,1397,12,58,113916.21,921.21,52,0,0.0372,236,3.59,73.31,112,140,12.4732,Estavel,2026-05-22
PROD-0255,Secador de Cabelo 1800W,Beleza,90.00,true,1423,4,49,103740.13,66.26,41,0,0.0288,235,3.71,79.15,110,127,12.9364,Estavel,2026-05-22
PROD-0256,Chapinha Profissional,Beleza,303.00,true,313,2,22,78141.41,450.61,11,0,0.0351,47,3.74,74.47,111,124,2.8198,Estavel,2026-05-22
PROD-0257,Modelador de Cachos,Sem categoria,120.00,true,816,5,32,79764.15,441.69,24,0,0.0294,130,3.57,70.00,118,130,6.9153,Estavel,2026-05-22
PROD-0258,Máquina de Cortar Cabelo,Beleza,223.00,true,721,9,25,132396.43,1484.33,15,0,0.0208,130,3.84,82.31,112,126,6.4375,Estavel,2026-05-22
PROD-0259,Aparador de Pelos,Beleza,104.00,true,732,4,40,62563.67,327.68,28,0,0.0383,121,3.63,75.21,125,124,5.8560,Estavel,2026-05-22
PROD-0260,Kit Skincare Facial,Beleza,-100.00,true,1420,11,68,116067.88,802.90,44,0,0.0310,254,3.68,77.95,110,120,12.9091,Estavel,2026-05-22
PROD-0261,Protetor Solar FPS 70,Beleza,57.00,true,1429,10,79,66155.98,422.14,49,0,0.0343,240,3.77,77.92,139,125,10.2806,Estavel,2026-05-22
PROD-0262,Protetor Solar FPS 30,Beleza,39.00,false,1378,18,79,44196.91,541.40,56,0,0.0406,224,3.62,75.45,111,122,12.4144,Estavel,2026-05-22
PROD-0263,Creme Anti-idade,Beleza,0.00,false,1468,8,65,121444.50,597.70,48,0,0.0327,253,3.63,74.31,122,148,12.0328,Estavel,2026-05-22
PROD-0264,Creme Hidratante Facial,Beleza,62.00,false,1525,11,94,77175.93,485.17,53,0,0.0348,237,3.68,75.95,110,114,13.8636,Estavel,2026-05-22
PROD-0265,Shampoo Profissional 1L,Beleza,41.00,true,1454,13,36,48571.48,399.63,35,0,0.0241,244,3.70,77.05,124,137,11.7258,Estavel,2026-05-22
PROD-0266,Condicionador Profissional 1L,Beleza,59.00,true,1448,12,72,68804.26,507.83,37,0,0.0256,226,3.84,80.09,113,157,12.8142,Estavel,2026-05-22
PROD-0267,Máscara Capilar 500g,Beleza,141.00,true,804,2,37,91747.98,204.51,24,0,0.0299,122,3.73,77.05,113,132,7.1150,Estavel,2026-05-22
PROD-0268,Óleo Capilar 60ml,Beleza,61.00,true,1643,6,49,82298.47,277.91,39,0,0.0237,281,3.69,74.38,102,131,16.1078,Estavel,2026-05-22
PROD-0269,Escova de Cabelo Profissional,Beleza,,true,1450,18,55,118405.43,1375.12,48,0,0.0331,237,3.79,79.75,118,135,12.2881,Estavel,2026-05-22
PROD-0270,Paleta de Sombras 18 Cores,Beleza,99.00,true,1397,7,47,114674.40,529.03,50,0,0.0358,233,3.62,74.68,128,127,10.9141,Estavel,2026-05-22
PROD-0271,Base Líquida,Beleza,-100.00,true,1523,5,66,127747.99,336.30,43,0,0.0282,256,3.56,72.66,127,142,11.9921,Estavel,2026-05-22
PROD-0272,Batom Matte,Beleza,35.00,true,1643,23,85,47240.30,575.19,55,0,0.0335,245,3.66,75.92,105,125,15.6476,Estavel,2026-05-22
PROD-0273,Batom Gloss,Beleza,27.00,true,1326,9,45,28706.37,181.68,51,0,0.0385,229,3.53,69.87,118,135,11.2373,Estavel,2026-05-22
PROD-0274,Sérum Vitamina C,Beleza,233.00,true,731,2,33,143600.01,342.87,23,0,0.0315,120,3.63,77.50,125,125,5.8480,Estavel,2026-05-22
PROD-0275,Sérum Ácido Hialurônico,Beleza,186.00,false,661,1,37,102641.16,135.88,17,0,0.0257,127,3.64,72.44,112,127,5.9018,Estavel,2026-05-22
PROD-0276,Desodorante Antitranspirante,Beleza,18.00,true,1318,9,76,19573.33,125.03,48,0,0.0364,221,3.72,76.92,110,115,11.9818,Estavel,2026-05-22
PROD-0277,Loção Corporal Hidratante,Beleza,58.00,true,1461,10,76,69125.57,425.30,39,0,0.0267,252,3.73,76.59,137,122,10.6642,Estavel,2026-05-22
PROD-0278,Óleo Corporal,Sem categoria,44.00,true,1594,17,78,57371.20,414.24,38,0,0.0238,269,3.70,76.21,110,137,14.4909,Estavel,2026-05-22
PROD-0279,Kit Manicure 10 Peças,Beleza,43.00,false,1550,6,52,55124.29,185.32,60,0,0.0387,249,3.67,74.30,130,119,11.9231,Estavel,2026-05-22
PROD-0280,Esponja Mágica de Maquiagem,Beleza,80.00,true,1421,19,77,93275.03,1132.27,49,0,0.0345,239,3.69,74.90,104,122,13.6635,Estavel,2026-05-22
PROD-0281,Removedor de Maquiagem,Beleza,46.00,false,1563,16,72,58164.92,563.14,49,0,0.0313,279,3.61,73.12,109,112,14.3394,Estavel,2026-05-22
PROD-0282,Tônico Facial,Beleza,149.00,true,697,18,43,87176.31,2082.74,24,0,0.0344,120,3.63,73.33,114,129,6.1140,Top Vendedor,2026-05-22
PROD-0283,Esfoliante Corporal,Beleza,48.00,true,1537,13,74,59482.77,361.62,67,0,0.0436,248,3.64,74.60,104,120,14.7788,Estavel,2026-05-22
PROD-0284,Sabonete Líquido 500ml,Sem categoria,,true,1520,8,58,122594.01,589.44,37,0,0.0243,251,3.73,76.10,123,134,12.3577,Estavel,2026-05-22
PROD-0285,Gel de Limpeza Facial,Beleza,-100.00,true,1355,12,59,110018.49,863.49,51,0,0.0376,252,3.71,72.62,99,133,13.6869,Estavel,2026-05-22
PROD-0286,Máscara Facial Argila,Beleza,58.00,true,1487,31,70,71544.87,1348.35,49,0,0.0330,228,3.60,75.88,99,129,15.0202,Estavel,2026-05-22
PROD-0287,Pincel de Maquiagem Kit,Beleza,111.00,false,701,9,36,64364.31,735.09,20,0,0.0285,132,3.66,75.76,114,152,6.1491,Estavel,2026-05-22
PROD-0288,Esmalte Kit 6 Cores,Beleza,0.00,true,1348,15,73,112623.93,1178.51,39,0,0.0289,237,3.64,75.11,120,131,11.2333,Estavel,2026-05-22
PROD-0289,Creme para as Mãos,Sem categoria,,true,1526,5,59,123911.14,393.92,41,0,0.0269,276,3.71,76.45,111,98,13.7477,Estavel,2026-05-22
PROD-0290,Bálsamo Labial,Beleza,17.00,false,1377,15,60,19189.72,194.01,30,0,0.0218,225,3.70,76.89,130,145,10.5923,Estavel,2026-05-22
PROD-0291,Spray Fixador de Maquiagem,Beleza,39.00,true,1390,12,55,44470.58,348.41,40,0,0.0288,227,3.61,72.25,135,133,10.2963,Estavel,2026-05-22
PROD-0292,Corretivo Líquido,Beleza,85.00,true,1464,8,40,101572.14,524.71,35,0,0.0239,262,3.65,75.95,104,104,14.0769,Estavel,2026-05-22
PROD-0293,Blush em Pó,Beleza,42.00,true,1538,6,58,52582.61,189.44,53,0,0.0345,257,3.73,75.88,121,127,12.7107,Estavel,2026-05-22
PROD-0294,Iluminador Facial,Beleza,0.00,false,1455,8,56,117498.64,604.15,39,0,0.0268,253,3.72,75.49,116,146,12.5431,Estavel,2026-05-22
PROD-0295,Delineador Líquido,Beleza,44.00,true,1406,12,68,50044.40,385.66,50,0,0.0356,235,3.67,78.30,126,147,11.1587,Estavel,2026-05-22
PROD-0296,Máscara de Cílios,Beleza,83.00,true,1271,9,51,86803.90,560.97,37,0,0.0291,243,3.78,78.60,121,127,10.5041,Estavel,2026-05-22
PROD-0297,Lápis de Sobrancelha,Beleza,52.00,false,1567,17,69,66196.48,645.11,48,0,0.0306,237,3.83,78.90,126,137,12.4365,Estavel,2026-05-22
PROD-0298,Kit Hidratação Capilar,Beleza,51.00,true,1420,10,76,58789.42,376.07,39,0,0.0275,233,3.66,79.40,129,115,11.0078,Estavel,2026-05-22
PROD-0299,Escova Progressiva,Beleza,243.00,false,764,7,35,152378.37,1199.24,26,0,0.0340,114,3.65,78.07,123,155,6.2114,Estavel,2026-05-22
PROD-0300,Kit Barba Completo,Beleza,158.00,false,721,4,29,92642.64,477.03,17,0,0.0236,123,3.61,74.80,110,121,6.5545,Estavel,2026-05-22
PROD-0301,Protetor Labial,Beleza,15.00,false,1422,9,57,17877.73,104.59,42,0,0.0295,246,3.73,80.08,132,143,10.7727,Estavel,2026-05-22
PROD-0302,Shampoo Anticaspa 400ml,Beleza,47.00,true,1607,4,58,62928.46,135.96,51,0,0.0317,283,3.75,76.68,122,123,13.1721,Estavel,2026-05-22
PROD-0303,Condicionador Hidratante 400ml,Beleza,50.00,true,1535,4,52,62162.27,148.31,45,0,0.0293,256,3.69,75.78,133,143,11.5414,Estavel,2026-05-22
PROD-0304,Creme de Barbear,Beleza,53.00,false,1425,11,70,62920.95,439.78,56,0,0.0393,261,3.74,79.31,111,143,12.8378,Estavel,2026-05-22
PROD-0305,Pos-barba Hidratante,Beleza,80.00,true,1485,0,54,98553.60,0.00,36,0,0.0242,263,3.56,74.52,145,125,10.2414,Estavel,2026-05-22
PROD-0306,Loção Pos-sol,Beleza,73.00,true,1507,5,73,89981.84,276.62,44,0,0.0292,231,3.73,77.49,147,125,10.2517,Estavel,2026-05-22
PROD-0307,Autobronzeador,Beleza,135.00,false,734,0,19,80764.21,0.00,23,0,0.0313,123,3.70,78.05,130,104,5.6462,Estavel,2026-05-22
PROD-0308,Creme de Depilação,Beleza,80.00,true,1445,8,55,94217.12,496.29,48,0,0.0332,231,3.71,72.73,137,142,10.5474,Estavel,2026-05-22
PROD-0309,Cera Depilatória,Beleza,45.00,true,1363,5,48,50257.96,177.81,28,0,0.0205,245,3.73,75.51,115,107,11.8522,Estavel,2026-05-22
PROD-0310,Kit Coloração Cabelo,Beleza,-100.00,true,1620,9,40,133613.04,677.55,42,0,0.0259,293,3.74,76.79,121,131,13.3884,Estavel,2026-05-22
PROD-0311,Tinta para Cabelo,Beleza,-100.00,false,1510,13,63,124245.49,980.97,41,0,0.0272,232,3.73,76.29,137,122,11.0219,Estavel,2026-05-22
PROD-0312,Pneu Aro 15,Automotivo,0.00,true,1645,7,71,141196.46,531.74,32,0,0.0195,249,3.77,77.91,112,137,14.6875,Estavel,2026-05-22
PROD-0313,Pneu Aro 14,Automotivo,432.00,true,320,0,18,115958.46,0.00,10,0,0.0313,51,3.72,74.51,106,132,3.0189,Estavel,2026-05-22
PROD-0314,Pneu Aro 16,Automotivo,551.00,true,341,1,5,161520.70,452.43,7,0,0.0205,46,3.78,82.61,116,132,2.9397,Estavel,2026-05-22
PROD-0315,Pneu Aro 17,Automotivo,556.00,false,378,0,11,175699.78,0.00,10,0,0.0265,72,3.49,66.67,92,143,4.1087,Estavel,2026-05-22
PROD-0316,Bateria Automotiva 60Ah,Automotivo,516.00,true,317,3,18,134253.89,1295.27,4,0,0.0126,52,3.52,71.15,121,131,2.6198,Estavel,2026-05-22
PROD-0317,Bateria Automotiva 45Ah,Automotivo,512.00,true,290,0,14,131091.51,0.00,9,0,0.0310,53,3.68,71.70,116,119,2.5000,Estavel,2026-05-22
PROD-0318,Bateria Automotiva 80Ah,Automotivo,686.00,true,299,0,8,174146.48,0.00,7,0,0.0234,45,3.84,77.78,123,126,2.4309,Estavel,2026-05-22
